"DateTime","Dota 2","Counter-Strike 2","PUBG: BATTLEGROUNDS","Hogwarts Legacy","New World","Baldur's Gate 3","Cyberpunk 2077","ELDEN RING","Goose Goose Duck","Lost Ark"
"2012-04-16 00:00:00",38866,1122,,,,,,,,
"2012-04-17 00:00:00",40906,903,,,,,,,,
"2012-04-18 00:00:00",44056,896,,,,,,,,
"2012-04-19 00:00:00",50109,793,,,,,,,,
"2012-04-20 00:00:00",53426,1027,,,,,,,,
"2012-04-21 00:00:00",53303,1135,,,,,,,,
"2012-04-22 00:00:00",48604,876,,,,,,,,
"2012-04-23 00:00:00",47750,742,,,,,,,,
"2012-04-24 00:00:00",45989,654,,,,,,,,
"2012-04-25 00:00:00",43659,620,,,,,,,,
"2012-04-26 00:00:00",47117,574,,,,,,,,
"2012-04-27 00:00:00",50368,1058,,,,,,,,
"2012-04-28 00:00:00",50846,1036,,,,,,,,
"2012-04-29 00:00:00",47405,927,,,,,,,,
"2012-04-30 00:00:00",48329,739,,,,,,,,
"2012-05-01 00:00:00",44391,657,,,,,,,,
"2012-05-02 00:00:00",43930,596,,,,,,,,
"2012-05-03 00:00:00",49005,586,,,,,,,,
"2012-05-04 00:00:00",53039,720,,,,,,,,
"2012-05-05 00:00:00",51878,716,,,,,,,,
"2012-05-06 00:00:00",49171,691,,,,,,,,
"2012-05-07 00:00:00",46270,562,,,,,,,,
"2012-05-08 00:00:00",44412,488,,,,,,,,
"2012-05-09 00:00:00",44074,450,,,,,,,,
"2012-05-10 00:00:00",47828,465,,,,,,,,
"2012-05-11 00:00:00",51321,1764,,,,,,,,
"2012-05-12 00:00:00",49382,1498,,,,,,,,
"2012-05-13 00:00:00",46077,1234,,,,,,,,
"2012-05-14 00:00:00",39273,950,,,,,,,,
"2012-05-15 00:00:00",35758,749,,,,,,,,
"2012-05-16 00:00:00",37289,663,,,,,,,,
"2012-05-17 00:00:00",39921,665,,,,,,,,
"2012-05-18 00:00:00",40719,1829,,,,,,,,
"2012-05-19 00:00:00",43504,1845,,,,,,,,
"2012-05-20 00:00:00",37125,1389,,,,,,,,
"2012-05-21 00:00:00",37744,2097,,,,,,,,
"2012-05-22 00:00:00",37725,1985,,,,,,,,
"2012-05-23 00:00:00",38456,1800,,,,,,,,
"2012-05-24 00:00:00",41958,1457,,,,,,,,
"2012-05-25 00:00:00",43822,1444,,,,,,,,
"2012-05-26 00:00:00",43950,1310,,,,,,,,
"2012-05-27 00:00:00",41905,1254,,,,,,,,
"2012-05-28 00:00:00",42415,1158,,,,,,,,
"2012-05-29 00:00:00",42576,1104,,,,,,,,
"2012-05-30 00:00:00",41547,1083,,,,,,,,
"2012-05-31 00:00:00",54098,968,,,,,,,,
"2012-06-01 00:00:00",55519,2919,,,,,,,,
"2012-06-02 00:00:00",57901,2732,,,,,,,,
"2012-06-03 00:00:00",52426,2329,,,,,,,,
"2012-06-04 00:00:00",51161,1987,,,,,,,,
"2012-06-05 00:00:00",53217,1736,,,,,,,,
"2012-06-06 00:00:00",52856,1619,,,,,,,,
"2012-06-07 00:00:00",51574,1549,,,,,,,,
"2012-06-08 00:00:00",54040,1381,,,,,,,,
"2012-06-09 00:00:00",54436,1342,,,,,,,,
"2012-06-10 00:00:00",50965,1282,,,,,,,,
"2012-06-11 00:00:00",57093,1302,,,,,,,,
"2012-06-12 00:00:00",52085,1219,,,,,,,,
"2012-06-13 00:00:00",52847,1289,,,,,,,,
"2012-06-14 00:00:00",52847,1147,,,,,,,,
"2012-06-15 00:00:00",55173,1173,,,,,,,,
"2012-06-16 00:00:00",54638,1194,,,,,,,,
"2012-06-17 00:00:00",50802,1129,,,,,,,,
"2012-06-18 00:00:00",53139,1096,,,,,,,,
"2012-06-19 00:00:00",53443,1078,,,,,,,,
"2012-06-20 00:00:00",52659,1228,,,,,,,,
"2012-06-21 00:00:00",54787,1169,,,,,,,,
"2012-06-22 00:00:00",58113,1359,,,,,,,,
"2012-06-23 00:00:00",59926,2167,,,,,,,,
"2012-06-24 00:00:00",56954,1440,,,,,,,,
"2012-06-25 00:00:00",56683,1392,,,,,,,,
"2012-06-26 00:00:00",57238,1232,,,,,,,,
"2012-06-27 00:00:00",57286,937,,,,,,,,
"2012-06-28 00:00:00",60217,1010,,,,,,,,
"2012-06-29 00:00:00",62084,1123,,,,,,,,
